





Value And Momentum,2016-12-16,Stock(274385/SIVB},-98.21000000000095,0
Value And Momentum,2016-12-16,Stock(13878278/CNC},74.00000000000182,0
Value And Momentum,2016-12-16,Stock(269753/GILD},-24.020034000001033,0
Value And Momentum,2016-12-16,Stock(36206901/WBMD},-31.32010000000082,0
Value And Momentum,2016-12-16,Stock(11520/RCL},-18.44999999999891,0


Value And Momentum,2016-12-19,Stock(8885958/SINA},-36.80000000000109,0
Value And Momentum,2016-12-19,Stock(70101545/MRK},-134.45999999999913,0
Value And Momentum,2016-12-19,Stock(76792991/TSLA},82.6200000000008,0
Value And Momentum,2016-12-19,Stock(35970258/AMP},28.829999999999927,0
Value And Momentum,2016-12-19,Stock(273939/ROST},-31.5,0
Value And Momentum,2016-12-19,Stock(5437/CAT},128.8000000000011,0
Value And Momentum,2016-12-19,Stock(81835582/FLT},-149.09999999999854,0
Value And Momentum,2016-12-19,Stock(11520/RCL},16.25,0
Value And Momentum,2016-12-19,Stock(10880/OXY},-57.80999999999949,0
Value And Momentum,2016-12-19,Stock(210918190/RYAAY},-12.600012000000788,0
Value And Momentum,2016-12-20,Stock(49588376/PM},92.65999999999985,0
Value And Momentum,2016-12-20,Stock(276066/STZ},-199.98000000000138,0
Value And Momentum,2016-12-20,Stock(275405/TSN},83.0,0
Value And Momentum,2016-12-20,Stock(69238858/FNV},387.8799360000012,0
Value And Momentum,2016-12-20,Stock(13838371/AYI},-273.0,0
Value And Momentum,2016-12-20,Stock(4817403/RGLD},153.96999200000027,0
Value And Momentum,2016-12-20,Stock(1847145/FDS},-81.84000000000015,0
Value And Momentum,2016-12-20,Stock(6608113/LII},195.36000000000058,0
Value And Momentum,2016-12-20,Stock(11450/PX},6.8799999999992,0
Value And Momentum,2016-12-20,Stock(7616/GIS},33.20000000000073,0
Short Open Gap,2016-12-20,Stock(6858367/ULTI},-71.54999999999927,0


Long Open Gap,2016-12-21,Stock(49954154/ACWI},0.0,340
Value And Momentum,2016-12-21,Stock(67889930/ACN},0.0,85
Value And Momentum,2016-12-21,Stock(173962302/ANTM},0.0,69
Value And Momentum,2016-12-21,Stock(41622169/FSLR},-217.7800019999995,0
Value And Momentum,2016-12-21,Stock(4173050/VRSN},-72.95999999999913,0
Value And Momentum,2016-12-21,Stock(272942/PAYX},87.97999999999956,0
Value And Momentum,2016-12-21,Stock(5100583/FDX},-82.67999999999847,0
Value And Momentum,2016-12-21,Stock(26734397/BIIB},0.0,35
Value And Momentum,2016-12-21,Stock(49388062/DLTR},0.0,120
Value And Momentum,2016-12-21,Stock(46128135/ATHN},0.0,92
Value And Momentum,2016-12-21,Stock(53224215/AAXJ},0.0,184


Value And Momentum,2016-12-22,Stock(754956/HAS},46.69999600000119,0
Value And Momentum,2016-12-22,Stock(196986496/MNST},120.90000000000146,0
Value And Momentum,2016-12-22,Stock(126993722/GWPH},54.02000000000044,0
Value And Momentum,2016-12-22,Stock(45642839/VMW},-85.48999999999978,0
Value And Momentum,2016-12-22,Stock(5090107/RHT},-59.19995999999992,0
Value And Momentum,2016-12-22,Stock(5019164/WSM},-432.0699390000009,0
Value And Momentum,2016-12-22,Stock(5049/BLK},-22.470000000001164,0
Value And Momentum,2016-12-22,Stock(166090175/BABA},-22.799999999999272,0
Value And Momentum,2016-12-22,Stock(115324104/WDAY},-40.919999999998254,0
Value And Momentum,2016-12-22,Stock(13116/TYL},-55.099999999998545,0
Value And Momentum,2016-12-23,Stock(5022638/CHL},-15.480000000001382,0
Value And Momentum,2016-12-23,Stock(41622169/FSLR},74.52000000000044,0
Value And Momentum,2016-12-23,Stock(45127739/CME},6.079999999999927,0
Value And Momentum,2016-12-23,Stock(14241431/SYNA},6.639999999999418,0
Value And Momentum,2016-12-23,Stock(268149/CTAS},168.48000000000138,0
Value And Momentum,2016-12-23,Stock(274385/SIVB},97.76000000000022,0
Value And Momentum,2016-12-23,Stock(2746144/ALV},84.23999999999978,0
Value And Momentum,2016-12-23,Stock(11735/RS},-7.720033999999941,0
Value And Momentum,2016-12-23,Stock(11295/PPG},53.20000000000073,0
Value And Momentum,2016-12-23,Stock(611191/LMT},31.150000000001455,0

Long Open Gap,2016-12-23,Stock(2746144/ALV},332.08006300000125,0


Value And Momentum,2016-12-28,Stock(12362013/ADS},-106.19000000000051,0
Value And Momentum,2016-12-28,Stock(8885958/SINA},-66.2400000000016,0
Value And Momentum,2016-12-28,Stock(12485/SUI},96.27999999999884,0
Value And Momentum,2016-12-28,Stock(2586128/KRC},-111.60000000000036,0
Value And Momentum,2016-12-28,Stock(32618459/HLF},-62.60003200000028,0
Value And Momentum,2016-12-28,Stock(5026974/AVB},12.739999999999782,0
